"epoch","mse","A1_norm","A1_rank","A1_cond","A2_norm","A2_rank","A2_cond","W1_norm","W1_rank","W1_cond","W1_mean_chnage","W1_min_chnage","W1_max_chnage","W2_norm","W2_rank","W2_cond","W2_mean_chnage","W2_min_chnage","W2_max_chnage","strong_sat","soft_sat","linear_region"
0,47.0714719561484,NA,NA,NA,NA,NA,NA,2.51162679926722,2,1.97288693240416,NA,NA,NA,1.73716995800673,1,1,NA,NA,NA,0.00841666666666667,0.0358214285714286,0.106440476190476
1,1.80716365555957,3.21122214335544,2,2.59980352044328,4.213488508317,8,43382337885001888,2.39419408134557,2,1.73204337528434,0.0288889959133575,0.00368589446027787,0.234191280476216,58.9405239786726,1,1,2.6848680275094,0.641308753769469,27.6362163096807,0.0049047619047619,0.0266904761904762,0.108630952380952
2,1.45637545286236,3.29929752374351,2,2.70975815444255,4.10173326896061,9,49243932875346352,2.3493967955528,2,1.81766463665527,0.0165107824870815,0.0014890772296869,0.0518442011026702,71.5779414326012,1,1,0.776398708916062,0.379763442691168,1.78835947267571,0.00326190476190476,0.0224880952380952,0.112595238095238
3,1.07081017251373,3.20878960163647,2,2.59155861918902,4.03442923598424,9,249011206277836672,2.30737655783661,2,1.81513356144338,0.0152142190211759,0.00442563598115713,0.0416355341113306,81.29258191446,1,1,0.566351526685392,0.381371667906149,0.88093308849164,0.00185714285714286,0.0183333333333333,0.115440476190476
4,1.19880921320289,3.13471411977054,2,2.5082832662685,3.76952670455559,8,217916075529138240,2.24119435099882,2,1.71694508868465,0.0143855194318325,0.00284976954448299,0.0512517139809911,90.5132402557262,1,1,0.563916815823602,0.352258169362168,0.999078510174954,0,0.0134285714285714,0.118309523809524
5,0.606114263822019,3.08254905557994,2,2.53093844326703,3.63184628377313,8,54153786989779776,2.22900344623559,2,1.90881568956269,0.0120429808795373,0.00106762587961478,0.0428535207896515,98.44381108856,1,1,0.45280284671797,0.312182311495886,0.864426726792411,0,0.0122380952380952,0.122607142857143
6,0.658730827283226,3.13700826850303,2,2.50944098649157,3.6475920249718,8,278131250767004320,2.19936967804402,2,1.98141437464616,0.0104183973952074,0.00120802953199365,0.0451316401663408,106.726159141575,1,1,0.479791007514178,0.32428728099167,0.707238961257054,0,0.0107142857142857,0.126416666666667
7,0.380578863105399,3.46441805985264,2,2.80092599563026,3.68123561549,8,466339143507930240,2.16496569070708,2,1.94981250696965,0.00773164505638984,0.00118698252584131,0.0187246193978033,115.861340095982,1,1,0.517705763349742,0.273192332974745,0.995437514991301,0,0.00964285714285714,0.128654761904762
8,0.292243098935039,3.289044846063,2,2.64809309958834,3.51829257116765,8,191979061934662208,2.12814740337909,2,1.99083048041571,0.00762365938349403,0.00165812009397469,0.0166402589182166,123.837737457079,1,1,0.458893667693579,0.229761184009843,0.981897629051511,0,0.00844047619047619,0.133738095238095
9,0.270583996275243,3.2524562416183,2,2.6555200351657,3.44536912349115,8,328139343849960256,2.09000455393985,2,2.02049209433075,0.00652619857936949,0.000626646416180351,0.0192149285380852,133.437203762252,1,1,0.501200250610541,0.233392422133595,1.11052469848288,0,0.00644047619047619,0.136964285714286
10,0.246704691074753,3.3101795997807,2,2.78925611143381,3.45361820070153,7,574295201393275968,2.06725966358573,2,2.09221666017814,0.00644232606807571,0.00032113153209784,0.0187687597128135,141.583191994387,1,1,0.470160895938662,0.214517872193899,0.947998472055229,0,0.00496428571428571,0.139178571428571
11,0.248723301102697,3.2913034532719,2,2.71872549885391,3.31794822505993,7,4008502634950702080,2.06090224239606,2,2.20630556648887,0.00516167427158328,0.000726819984838976,0.0225429399974701,148.2478594006,1,1,0.395643744556661,0.19486700812791,0.943619155314824,0,0.00425,0.141047619047619
12,0.286639964484846,3.2153835090652,2,2.57536544259402,3.26637394000051,6,5570349504695610368,2.02078371719687,2,2.23006161410593,0.00592838092086403,0.00041677613392983,0.0218359841535393,156.851407750549,1,1,0.502579287342808,0.136110357561978,0.948924801331972,0,0.00179761904761905,0.142380952380952
13,0.351057561833542,3.27508950722326,2,2.67820765714649,3.19449658033899,6,506216214326006400,1.99617933750874,2,2.29727422662153,0.0039712210888892,0.000284051765664939,0.0170385443323297,166.199491127203,1,1,0.592263344038021,0.158813135893491,1.17923585613056,0,0,0.141738095238095
14,0.165720397371537,3.23880651718922,2,2.57244007803306,3.20611706714443,6,104696061596811504,1.9860797066236,2,2.38925065941395,0.00317618958155182,0.000368722669790313,0.0106659397645143,176.114750749527,1,1,0.615470611658114,0.230526259538658,1.23216796795126,0,0,0.143261904761905
15,0.154730277381584,3.30926576837342,2,2.79082940729258,3.23227082055528,6,301840144845639488,1.96658405344701,2,2.42186874463624,0.00350192495785029,0.00105370895934817,0.00661482113563622,185.610791513446,1,1,0.553242528921742,0.11976012308704,1.11268044944165,0,0,0.14347619047619
16,0.181029204680168,3.05284957258927,2,2.40805125265144,3.12785498781157,6,411464577439708160,1.94564834826084,2,2.47238049638752,0.0033930761287391,0.00112378891230866,0.00883027600092205,195.62194507145,1,1,0.591729887142891,0.107614608854884,0.969710848314475,0,0,0.144107142857143
17,0.199606618972292,3.0842903133183,2,2.46302984668206,3.1248077664817,6,681521790459227904,1.92740714147277,2,2.57228156899312,0.00261760155879678,0.000573364865941228,0.00678229154496056,208.510097951224,1,1,0.707775308211183,0.215003097876754,1.16627765762535,0,0,0.143369047619048
18,0.17579499492081,3.28410921461385,2,2.75284581502912,3.14778090877027,6,4817542627152460800,1.90882669609193,2,2.66406194397916,0.00234217823916632,0.000323360594761884,0.0043203902056439,226.159953520683,1,1,0.951572925509239,0.428965661084262,1.49822074620727,0,0,0.141988095238095
19,0.297058343533817,3.23716767078066,2,2.58102315107411,3.09129486576917,6,289401775536163328,1.88873222564356,2,2.80577658452215,0.00269387654766713,0.000783849279555442,0.00765318877092355,246.515042610243,1,1,1.07308671401147,0.307576749500106,1.51157220886598,0,0,0.142083333333333
20,0.288545382365948,3.29572032469642,2,2.71549127480371,3.1037455225585,6,3871086514935449088,1.8757981141338,2,2.94624292009378,0.00202799915024945,0.000514608730790085,0.00375255018795196,271.300595969041,1,1,1.26239763549829,0.898198102024667,1.76002831063899,0,0,0.142142857142857
21,0.570802158589712,3.29325399463576,2,2.75864210187159,3.10415197892174,6,457817987021754944,1.85564233086486,2,3.15693554095679,0.00276634723279417,0.001166604178724,0.00711152055208541,303.633675955265,1,1,1.59430479717463,1.01853015957054,2.13479507123787,0,0,0.14477380952381
