"epoch","mse","A1_norm","A1_rank","A1_cond","A1_det","A2_norm","A2_rank","A2_cond","A2_det","W1_norm","W1_rank","W1_cond","W1_mean_chnage","W1_min_chnage","W1_max_chnage","W2_norm","W2_rank","W2_cond","W2_mean_chnage","W2_min_chnage","W2_max_chnage","strong_sat","soft_sat","linear_region"
10,5.40732821268961e-05,3.3101795997807,2,2.78925611143381,3.13690342688615,4.03836349716711,8,183038413005697696,1.0336090813085e-121,2.33839719283917,2,2.67190631225733,0.00252407623685242,0.000913527081906706,0.00820563405417685,5.85334390837211,1,1,0.0124962185601659,0.00680031230968917,0.0239428562281543,0,0.0290595238095238,0.248178571428571
11,6.81689366919938e-05,3.2913034532719,2,2.71872549885391,3.12726399930628,3.74625208104229,8,676877179651777024,3.27232955643207e-124,2.32493982187718,2,2.76351614122633,0.00292301458955712,0.000706686647504797,0.00931551668979296,6.03065424287907,1,1,0.0128463942806451,0.00624349750094548,0.0401984765787406,0,0.0267380952380952,0.253785714285714
12,5.73327270305699e-05,3.2153835090652,2,2.57536544259402,3.05527376874799,3.79121320866088,8,198905394158096000,-2.58452432797168e-125,2.31139728978718,2,2.80948986026563,0.00258373893814019,0.000616984137942055,0.00574059188931087,6.21781825140909,1,1,0.0130758344933538,0.007467998288546,0.0251939116296058,0,0.0247261904761905,0.257583333333333
13,5.57661839597311e-05,3.27508950722326,2,2.67820765714649,3.1138620314874,3.68957631675839,8,123205703556971824,-4.4459341134695e-125,2.29793088146435,2,2.82412410437227,0.00205229215924858,0.000194987075032436,0.00610279474253845,6.37261879774433,1,1,0.0125772650999283,0.00758506036218422,0.0233085230865058,0,0.0234404761904762,0.260726190476191
14,6.4052587033531e-05,3.23880651718922,2,2.57244007803306,3.08055990484858,3.747469282773,8,51484224458677792,6.16498204084536e-127,2.29560706529725,2,2.8898782159837,0.00247302270128503,0.000125309462864965,0.0145512831352568,6.50728251508184,1,1,0.0128247140056161,0.00612834604925383,0.0514556765402682,0,0.0228095238095238,0.263369047619048
15,5.67722362905235e-05,3.30926576837342,2,2.79082940729258,3.13540231222336,3.85293841379635,7,146458702658354496,6.06870323623769e-128,2.28622153248039,2,2.94114818213978,0.00219362764130278,0.000319496422548547,0.00670242374580057,6.67204858788286,1,1,0.0136366467660172,0.00703726077484635,0.0327969397264102,0,0.02175,0.266083333333333
16,6.22123960874777e-05,3.05284957258927,2,2.40805125265144,2.88434734229404,3.63733308832653,7,94136042609609584,1.58780039337541e-129,2.26578963038179,2,2.94118994545162,0.00205483226890349,0.000384442082452361,0.0133026936411753,6.79601170193559,1,1,0.00982247515236438,0.00588804880863153,0.0220259075202526,0,0.0200595238095238,0.268845238095238
17,5.69082940037688e-05,3.0842903133183,2,2.46302984668206,2.91653722295058,3.65802824319172,7,175447625081070624,-9.65773689392289e-131,2.25566006852383,2,3.02167901670456,0.00241916845233061,0.000948663559452104,0.00907025368123467,6.94931918622015,1,1,0.0128898049012286,0.00446815540780572,0.0267270698179799,0,0.0187142857142857,0.272571428571429
18,4.93151772092096e-05,3.28410921461385,2,2.75284581502912,3.11216142351791,3.77235342177778,7,206854202085780000,-1.40935019506944e-130,2.24488173643101,2,3.05122710818708,0.00182148292628021,0.000165104004286089,0.00458214058887734,7.08947179317726,1,1,0.0117902473089573,0.00626091627037752,0.019601021932779,0,0.0175714285714286,0.274297619047619
19,5.18264685155824e-05,3.23716767078066,2,2.58102315107411,3.07870510221494,3.64196616562545,7,205772640081581280,-2.81164194016958e-132,2.23921904544135,2,3.0885708909931,0.00194737513075955,0.000363527977720587,0.00640072803687871,7.21840205187951,1,1,0.0124410174764877,0.00496165082420376,0.0278243421187565,0,0.0167142857142857,0.275630952380952
20,4.86045124863059e-05,3.29572032469642,2,2.71549127480371,3.13303483163262,3.68243874956482,7,29252537857923829760,-1.21643834122858e-133,2.23136282197773,2,3.10670954327216,0.00201329025187622,0.000476104931966047,0.00468665353222973,7.33359241674006,1,1,0.0112811371238996,0.00504878869027804,0.0305516504281911,0,0.0158690476190476,0.277047619047619
21,4.59644142532659e-05,3.29325399463576,2,2.75864210187159,3.12232521297211,3.71568337730734,7,489134391699865344,5.63565681616838e-133,2.22113511659601,2,3.12597455379275,0.00205028339833784,5.61282888090482e-05,0.00809251231167796,7.45973761324551,1,1,0.0119571419654237,0.00479065541592381,0.0240443704635534,0,0.0148690476190476,0.278369047619048
22,7.34280770573804e-05,3.09111660084965,2,2.49021912436796,2.92205135462043,3.63245572485864,7,66770362465460888,-3.09254124096359e-134,2.21992013018323,2,3.2348477342662,0.0022505847757657,0.000206340277519985,0.0151365716975152,7.58425300959898,1,1,0.0147753011888147,0.00456727057908879,0.0853603705329787,0,0.0144880952380952,0.281988095238095
23,5.25802260174837e-05,3.177925582841,2,2.57433873185663,3.01324584597132,3.6122843877026,7,565277136964853248,1.87924507941797e-134,2.21099090167338,2,3.27010284917893,0.00175416892659408,0.000263571899809206,0.00990658902201423,7.707094670141,1,1,0.0122044464463632,0.00353893728158284,0.0412602348384236,0,0.0140714285714286,0.283845238095238
24,6.86337824661069e-05,3.26952735188402,2,2.8207400766924,3.07640523902705,3.73647236999603,6,1300547229878083840,-1.00146080501559e-135,2.20101433517003,2,3.32958700439419,0.00223057137850244,0.000561287999485154,0.0155055985025811,7.83227333112436,1,1,0.0133950727929993,0.00509964428044841,0.0303893875646426,0,0.0134166666666667,0.285988095238095
25,6.01076293488871e-05,3.04838318018439,2,2.6110145824001,2.84442612740698,3.70655891098245,6,962066199271617792,3.50834534550398e-138,2.19778592384606,2,3.37705990110626,0.00170836961800397,0.000445746463451102,0.00377026218147687,7.95018705716277,1,1,0.0158668054860785,0.00413517597512805,0.0357357987714761,0,0.013047619047619,0.287178571428571
26,4.71471176313393e-05,3.3798226605795,2,2.85302389826617,3.21015389681952,3.46297959374257,6,293154721446604608,2.42438675277318e-140,2.18773236877993,2,3.38795569089772,0.00183054404404076,0.000308261403401929,0.0082691157595773,8.07287113367711,1,1,0.0124391757421809,0.003289851157376,0.033595447492772,0,0.012547619047619,0.287797619047619
27,4.94477509728272e-05,3.21860226959736,2,2.57333137882243,3.05888247274549,3.53208598721362,6,458250512601616576,-1.94672996914178e-138,2.18628168271477,2,3.42923074565015,0.00141350729351281,0.000230514413009405,0.00637029007578538,8.15636029807833,1,1,0.00968642988901195,0.00294408531240657,0.0224307893929006,0,0.01225,0.288083333333333
28,5.43537683813859e-05,3.08331299635522,2,2.48292637773513,2.9138130325086,3.49572010536385,6,110983451907756288,-2.00135986149245e-138,2.18048887766807,2,3.51161458562045,0.00183376856102337,0.000607562235347371,0.0040719964340933,8.29067678616268,1,1,0.0145051115932346,0.00474709027438575,0.0298007129207223,0,0.0117380952380952,0.28902380952381
29,5.51490734279682e-05,2.99262358111968,2,2.35058954925818,2.82056040562477,3.52535296264191,6,82213594823862048,1.89078392446823e-140,2.17842775602207,2,3.57245607422722,0.0015469043058021,0.000382339389387959,0.00958643289056396,8.4059053082105,1,1,0.0135279641249252,0.00448117116274318,0.0386088003580727,0,0.0113809523809524,0.28947619047619
30,5.35418284147013e-05,3.14098988666164,2,2.50971767436489,2.97674029938699,3.51520080733866,6,162978350003916544,4.61992273364405e-141,2.17071706825771,2,3.65571279455891,0.00171683051312514,0.000499566296165826,0.00499633968964437,8.57163464834567,1,1,0.0152977311747005,0.00411994323643132,0.0313307605279068,0,0.0107738095238095,0.290357142857143
31,4.62867195175357e-05,3.28559898484954,2,2.64806267802751,3.12864527519166,3.51137825515767,6,308022375087722240,6.15163988168619e-143,2.16378945389641,2,3.68577570185342,0.00164839622574151,0.000580518961192288,0.00565848199583271,8.73443581437067,1,1,0.0154537410996188,0.00497943391936333,0.0257872693256484,0,0.0103571428571429,0.29122619047619
32,5.22692552291765e-05,3.03234947951698,2,2.55486174417146,2.83855245451556,3.62333007919321,6,86782879341186768,-5.99673487336747e-143,2.15893083058687,2,3.76803341211279,0.00159864048360862,0.000458759462509098,0.00679895135574209,8.85026429164467,1,1,0.0143774994836455,0.0037065335281766,0.0382259234701199,0,0.00991666666666667,0.292202380952381
33,4.27310550149194e-05,3.39760467212508,2,2.81037566653607,3.23979815826322,3.58580050652168,6,581462264996736768,2.32487036065233e-144,2.14915179047557,2,3.79868739540187,0.00164959419517205,5.90575470842186e-05,0.00841228495437567,9.02870423514256,1,1,0.0168273265666284,0.0048996057799831,0.0359961773965667,0,0.0093452380952381,0.292952380952381
34,5.11658873761755e-05,2.99223636053215,2,2.42190744407292,2.81472003176944,3.55101396216736,6,96423819943545984,7.4056189175684e-145,2.1485533703326,2,3.87930662857352,0.00153870483053903,0.000355724717365288,0.00601356645099093,9.13744578021758,1,1,0.0114021199486037,0.00333035427864214,0.0382319934387185,0,0.00910714285714286,0.293642857142857
35,4.73737334721403e-05,2.98428096976268,2,2.37520844021344,2.81033340622778,3.54041985059223,6,136270366441748896,1.83041960567529e-145,2.14705764695222,2,3.94924090095992,0.00154998461419398,0.000507690536533614,0.00845150851751979,9.30488402008044,1,1,0.0141516401968904,0.00385064795137212,0.0365506873355247,0,0.00873809523809524,0.294321428571429
