"epoch","mse","A1_norm","A1_rank","A1_cond","A2_norm","A2_rank","A2_cond","W1_norm","W1_rank","W1_cond","W1_mean_chnage","W1_min_chnage","W1_max_chnage","W2_norm","W2_rank","W2_cond","W2_mean_chnage","W2_min_chnage","W2_max_chnage","strong_sat","soft_sat","linear_region"
10,0.214273396096768,3.3101795997807,2,2.78925611143381,5.04449498010178,9,1880515441715726,2.61624847836892,2,1.59389847839345,0.00379416946637705,0.00138442980093879,0.00943912509806516,199.669860070509,1,1,0.57014538163174,0.359241265902505,0.846076275159327,0.0143452380952381,0.0562142857142857,0.0926785714285714
11,0.156923510120635,3.2913034532719,2,2.71872549885391,4.85812960555273,9,1534020553843588,2.58706966623938,2,1.58679080218503,0.00320333815183025,0.00066131946428099,0.00837509881993504,208.913421668678,1,1,0.457537973033996,0.279890259965185,0.756746254909267,0.0122857142857143,0.0531785714285714,0.0945119047619048
12,0.15488757758629,3.2153835090652,2,2.57536544259402,4.72469455992532,9,1618510847029047,2.57171108823891,2,1.61221273619605,0.00357170214548411,0.000617610852612644,0.00968973720254909,217.105433576708,1,1,0.431806541414871,0.173476873850861,0.668800893472807,0.0111428571428571,0.0511309523809524,0.0958809523809524
13,0.114984120248418,3.27508950722326,2,2.67820765714649,4.65716010477386,9,1792599855879174,2.55626120108703,2,1.6254219734832,0.00287141696833053,0.000690026881221185,0.00706188415671611,222.602561722258,1,1,0.328315541042742,0.155997267233784,0.609855398035491,0.00998809523809524,0.0491071428571429,0.0972619047619048
14,0.0942748684094739,3.23880651718922,2,2.57244007803306,4.65550179136972,9,2083393206981522,2.54064410611113,2,1.6577267610979,0.00302611367178244,0.000467415487977418,0.00823001500966771,226.761683529399,1,1,0.346400323391631,0.172816689228332,0.602086653376846,0.00922619047619048,0.0463690476190476,0.0986547619047619
15,0.0808367693747489,3.30926576837342,2,2.79082940729258,4.67768485769754,9,2898295041978818,2.51507499067127,2,1.66668591496866,0.00321776570428329,0.00026946967069595,0.0119778740706012,230.950832395195,1,1,0.338504742814621,0.130262363840376,0.587536142789608,0.00854761904761905,0.043202380952381,0.10097619047619
16,0.0716160654418048,3.05284957258927,2,2.40805125265144,4.38497131578632,9,4210954937826142,2.50166231802464,2,1.6820056865449,0.00249243127098718,0.000597375373405498,0.00539524792080667,235.176613545645,1,1,0.278775236840026,0.135575788078943,0.474076380183717,0.00821428571428571,0.0410119047619048,0.102047619047619
17,0.0664397617227048,3.0842903133183,2,2.46302984668206,4.36341913420574,9,3842802252744912,2.48427681347003,2,1.69762188571057,0.00259691930617359,0.000625699957069587,0.00508303879782242,240.262568170223,1,1,0.326204050300395,0.130871624589271,0.74782216787684,0.00775,0.0381785714285714,0.103380952380952
18,0.0829739197350585,3.28410921461385,2,2.75284581502912,4.52757530260485,9,7750843342052100,2.4612059159636,2,1.71872510087374,0.00272064055455032,0.000751996645994621,0.00777286543968574,245.594386268029,1,1,0.35828862853089,0.185642977323356,0.716598837663457,0.00702380952380952,0.0350595238095238,0.104988095238095
19,0.127080383305195,3.23716767078066,2,2.58102315107411,4.3219950809882,9,9602337979897726,2.43472272817981,2,1.71564986726502,0.00286026172132477,0.000824299310848594,0.0110390327022567,250.809393296062,1,1,0.370346226919858,0.105881847396199,0.888646270495978,0.00632142857142857,0.0317261904761905,0.106107142857143
20,0.0826794395537732,3.29572032469642,2,2.71549127480371,4.3353633395304,9,24229810569191944,2.41424669707903,2,1.74088940690772,0.00245726910504306,0.000150998178538918,0.00499024950222726,255.365350585464,1,1,0.357762128579977,0.161406632308333,0.620652250492702,0.00555952380952381,0.029,0.107809523809524
21,0.0648010893413703,3.29325399463576,2,2.75864210187159,4.34278726706787,9,452004147108087168,2.40508822195822,2,1.76668447878234,0.002661831694964,0.000344994718899141,0.00602995956321593,259.272757149474,1,1,0.337288987871444,0.184266555720467,0.607361671947257,0.00532142857142857,0.0274642857142857,0.108297619047619
22,0.0672760041937267,3.09111660084965,2,2.49021912436796,4.14650984122542,9,19524968033593636,2.38669300398088,2,1.79272523861129,0.00280979340219013,0.000620775939611865,0.0052059754499198,262.363554441968,1,1,0.311260976594037,0.130480094570502,0.684194776912819,0.00457142857142857,0.0257857142857143,0.110238095238095
23,0.088728773321594,3.177925582841,2,2.57433873185663,4.10230936586616,9,70537960355125688,2.36965824836316,2,1.81769698767485,0.00284961230808161,0.00106785607827498,0.00546603215795556,266.143937176577,1,1,0.328256967903735,0.10534867200703,0.616402775588269,0.00397619047619048,0.0244642857142857,0.111142857142857
24,0.0510593727657835,3.26952735188402,2,2.8207400766924,4.26100929674649,9,485634170424139392,2.35793659227447,2,1.80087147629338,0.00198784765822083,0.000313604462590346,0.00482361715019232,270.579341869682,1,1,0.356381276149876,0.174409347992724,0.774880634715069,0.00361904761904762,0.0233333333333333,0.111654761904762
25,0.0561485128578658,3.04838318018439,2,2.6110145824001,4.08657639568718,9,45698390942986992,2.34393824463176,2,1.81217319438116,0.00239701006402288,0.000591639335086117,0.0058406250181244,273.965845825654,1,1,0.312531332523643,0.183213690297074,0.538402766554615,0.00305952380952381,0.0220833333333333,0.11277380952381
26,0.057319343569591,3.3798226605795,2,2.85302389826617,4.04981243310623,9,296924819202915904,2.33919647414942,2,1.83340899318309,0.00200424019469265,0.000567328925139036,0.00515059002655509,276.947219821926,1,1,0.323948456824823,0.181602909011111,0.781956393912348,0.00289285714285714,0.0215833333333333,0.11322619047619
27,0.065228181031027,3.21860226959736,2,2.57333137882243,3.97894653936529,9,217693377632627360,2.32529770706896,2,1.85313491523621,0.00270569652261132,0.000489590924491645,0.0109719279753855,279.292234721727,1,1,0.271582113542438,0.136069801660234,0.773024276432898,0.0025,0.0200357142857143,0.114619047619048
28,0.0649000615453948,3.08331299635522,2,2.48292637773513,3.86150255070484,9,35082108280752340,2.3111581745879,2,1.87108590623407,0.00254545901359934,0.000677635825313394,0.00570810954366909,282.585446419089,1,1,0.345922039306169,0.150980737241268,0.698249987345468,0.00188095238095238,0.018547619047619,0.115702380952381
29,0.0804940530001903,2.99262358111968,2,2.35058954925818,3.79339718952728,8,19915003910300308,2.29030432639846,2,1.89352461240809,0.0025334638754023,0.000496626216892084,0.00614258574641873,285.856268408531,1,1,0.342197944264124,0.0901418233080414,0.686610575116192,0.00107142857142857,0.01675,0.11775
30,0.0713982575447016,3.14098988666164,2,2.50971767436489,3.83189424521459,8,30921487511567428,2.28776462940706,2,1.92112045171826,0.00240035056321195,0.000846285849253079,0.00594079302787081,289.668534800431,1,1,0.334395206219085,0.0839732654143569,0.605201279896097,0.000857142857142857,0.0165357142857143,0.118630952380952
31,0.058287450577562,3.28559898484954,2,2.64806267802751,3.84854375727956,8,167234550105621216,2.27546055092738,2,1.93006117099964,0.00224151108782667,0.000536864348388724,0.00430768765766334,292.908144369974,1,1,0.365666904171701,0.0752053236511682,1.3591568714139,0.000369047619047619,0.0157857142857143,0.120059523809524
32,0.156867953477556,3.03234947951698,2,2.55486174417146,3.82235914378481,8,305917483532502336,2.26050923395037,2,1.96170536755636,0.00242211575170201,0.000397510434013386,0.00606175434795516,295.435386202153,1,1,0.321850489462827,0.149046559870374,0.818944491592111,0,0.0145833333333333,0.121821428571429
33,0.0823941188303186,3.39760467212508,2,2.81037566653607,3.92210088046582,8,72987956285598576,2.25717355997866,2,2.02070667904144,0.00222827918700276,0.000641939034832936,0.00443101941031632,300.09519670824,1,1,0.398703861041304,0.156116027725999,0.916606809639799,0,0.0142380952380952,0.123119047619048
34,0.0525359715285327,2.99223636053215,2,2.42190744407292,3.69635888149165,8,113695279801327552,2.25668017145254,2,2.04379061171939,0.00206072377363457,0.000326255864175448,0.00455354054842867,302.769704353745,1,1,0.352550974902073,0.135550590638913,0.675371446152357,0,0.0141309523809524,0.123547619047619
35,0.069915560441219,2.98428096976268,2,2.37520844021344,3.65057516260813,8,281974762675795136,2.24017451008847,2,2.06794406807057,0.00230442312852275,0.000516718713281628,0.00539306845457599,306.106237493434,1,1,0.331290368825983,0.162587414412745,0.696174265989649,0,0.012702380952381,0.125440476190476
36,0.129763368567087,3.20653350519973,2,2.69807225788604,3.78065283568377,8,6676724523540150272,2.2258355467978,2,2.11934372769107,0.00267667482221,0.000183337279429153,0.00717396268457012,309.276752477089,1,1,0.338418922403417,0.15389786524207,0.611995161741483,0,0.0115,0.128095238095238
37,0.098689892982842,3.35511946362014,2,2.80251158819712,3.62308759762853,8,138733704479154560,2.21096373724025,2,2.13571474270623,0.00221038571115967,0.000751519699550931,0.00508234304791386,312.750209058339,1,1,0.364580977256133,0.140703648276925,1.03647338307113,0,0.0109166666666667,0.130011904761905
38,0.113929451413658,3.2123337178387,2,2.60197454315634,3.66242218916845,8,116222627165846544,2.20738297676739,2,2.18519682449034,0.00264379884723673,0.000490786783140705,0.00667977533249239,314.894744241212,1,1,0.312959531815585,0.146384175694236,0.67684837822414,0,0.0107857142857143,0.13152380952381
39,0.128576847447669,2.87911067758751,2,2.30056445617278,3.55040512073226,8,630786893908772352,2.20447786481797,2,2.24386152370819,0.00260801713138576,0.000520015104343662,0.00679526582188241,318.070842971815,1,1,0.360266911432399,0.164617005528617,0.699089564010984,0,0.0106190476190476,0.133428571428571
40,0.155710875006868,3.33377437629588,2,2.73489861015083,3.68995850941321,8,257233541563787520,2.19649184201176,2,2.2762302817508,0.00231098820789184,0.000316291667754039,0.00683529091197955,320.482532779733,1,1,0.351759032167256,0.150669628598622,0.803501099674232,0,0.0103333333333333,0.134964285714286
41,0.090221196533896,3.23076993852357,2,2.69642468237614,3.51287191571121,8,683834226626472448,2.19453458828988,2,2.31998269308158,0.00215672208953852,0.000757153949624114,0.00419736161536716,323.457739530573,1,1,0.389711136426277,0.178930947639096,0.896929638920893,0,0.0102142857142857,0.135833333333333
42,0.111770229637868,3.3068654110864,2,2.96158811809599,3.79709549624385,8,2928844889880856064,2.18320014122137,2,2.34432926105691,0.00277135728372382,0.000222802390802157,0.00775291296568797,326.207700323729,1,1,0.392377349924533,0.142885015638576,0.883152677179991,0,0.00975,0.137142857142857
43,0.111896844273731,3.20455433413703,2,2.5966576219618,3.56688456049351,8,56582403444532848,2.17714756053757,2,2.40250512562529,0.00265686313713349,0.000676164227714632,0.00588023740936279,329.060803329113,1,1,0.44081708527006,0.163541999929446,0.889284966388664,0,0.0095,0.138380952380952
44,0.0911268236549576,3.07275227561386,2,2.48612752726983,3.54295008814982,7,412584295480100736,2.1663950358082,2,2.41626227253071,0.0022630087480901,0.00074945651267895,0.00525347021330615,331.62209434095,1,1,0.365606089570356,0.0912529599426677,0.738330906706646,0,0.00911904761904762,0.13947619047619
45,0.164016639823148,3.32082299233667,2,2.73784863659699,3.57475431795267,7,7312198136427199488,2.15493186476278,2,2.45099431949926,0.00188612623274721,0.000129882649825744,0.00504296715713538,333.865381789358,1,1,0.349175954668082,0.112446176985782,0.793718695015856,0,0.00861904761904762,0.141035714285714
46,0.119702595445987,2.9813683926972,2,2.44200050346769,3.36574686885103,7,77250303090088208,2.15085193203527,2,2.50864836190083,0.00234432295879367,0.000305970531623862,0.00632079653696536,336.908596182385,1,1,0.432876117311465,0.137100563642019,0.914752519741377,0,0.00830952380952381,0.141940476190476
47,0.110428756609983,3.2351110320306,2,2.82944216522166,3.33814130897529,7,1187705286058606336,2.1452190256843,2,2.56818937560322,0.00213653668411003,0.000201691299877752,0.0069603925117668,340.19523708349,1,1,0.435261799007324,0.0678495702842968,1.24204654511705,0,0.00779761904761905,0.142857142857143
48,0.0999667485689829,3.11807224165403,2,2.49103202410903,3.42634239607916,6,401263507544980672,2.14024459431838,2,2.59288439185697,0.00215192633515901,0.000524390951360472,0.00465589962767407,342.699137497858,1,1,0.33991369538328,0.0800995524295164,0.640647027173413,0,0.00744047619047619,0.143404761904762
49,0.180375955580922,3.17410228905171,2,2.61999217026909,3.52495574030027,6,666033338595416320,2.1380911702271,2,2.64263375915534,0.00180401065369415,8.18110250058253e-05,0.00467299627091976,344.227838355506,1,1,0.369263981969865,0.0818230638193424,0.990322420444335,0,0.0070952380952381,0.144345238095238
50,0.128656319290848,3.157041424619,2,2.6666903206825,3.55068208446721,6,9840600368449722368,2.13707434371018,2,2.71178707732838,0.00195023027292821,0.000604808388286487,0.00370329414247803,347.087935382822,1,1,0.419653604710748,0.166298537328005,0.698290073386304,0,0.00679761904761905,0.145857142857143
51,0.0947922456830567,3.26166115529335,2,2.76378378933583,3.52572676859292,6,3788846245918941696,2.12173298947156,2,2.72841845858636,0.00210220941444206,0.000623436675404418,0.00475989715321524,350.10520820906,1,1,0.419085089729785,0.119847293852523,1.10895715781305,0,0.00578571428571429,0.147035714285714
52,0.0973186355697402,3.246078345706,2,2.65854852007996,3.37604379674525,6,257496777066602720,2.11888877783529,2,2.77239110463116,0.00210251549658756,0.000686075177139294,0.00636163199278974,352.221300525483,1,1,0.370624981486385,0.0446338443363176,0.710764438513865,0,0.00545238095238095,0.148214285714286
53,0.113565505672725,3.01106723869815,2,2.36317797594829,3.39867413104303,6,1178621496683163648,2.11485807354351,2,2.84223262321375,0.00192952296578001,0.000249564405352556,0.00420818019475957,355.73406525522,1,1,0.526184785842855,0.164174712476062,1.30917846734883,0,0.00479761904761905,0.150154761904762
54,0.119947140504552,2.99634348137493,2,2.42319592459166,3.35238225332306,6,167617863588746848,2.11142696741099,2,2.87911701413179,0.00164704792625004,0.000221468944507224,0.00380600335231218,357.787902146553,1,1,0.368822187330046,0.10622560085804,1.02784992949638,0,0.00439285714285714,0.150738095238095
55,0.103356822088998,3.30401214652496,2,2.71870782287465,3.36113157316759,6,105002581179672144,2.10525744774448,2,2.92374477188761,0.0020054097939709,0.000238646436245187,0.00526534309391615,360.378594807243,1,1,0.434054035127531,0.115004006195944,0.969534455080488,0,0.00378571428571429,0.151190476190476
56,0.190379273453717,3.09641153789758,2,2.48761477417685,3.35787892741811,6,122176996133191808,2.09856322694014,2,2.98511228697877,0.00191210545974016,0.000944407419624367,0.00331070096296906,363.600271710235,1,1,0.462436423716138,0.104048696325752,1.72807552262123,0,0.00303571428571429,0.152583333333333
57,0.185497955681049,3.18956950813326,2,2.86913525568401,3.22243318671657,6,313427393285397184,2.08798427837744,2,3.03462427743361,0.00169038513016453,0.000225708240922138,0.00478940254350321,367.003391096804,1,1,0.485089113263617,0.0930466461799653,1.16011841312979,0,0.00223809523809524,0.152880952380952
58,0.11622257974162,3.01407333130469,2,2.36437501813145,3.3539536964439,6,2425086803719278080,2.08264188420571,2,3.10156238770791,0.00202398927567973,0.000368220900768495,0.00469824971690751,371.111694478242,1,1,0.48836828962216,0.103175363605175,1.18477694048585,0,0.00151190476190476,0.15272619047619
59,0.152458701421744,3.13371893251201,2,2.58312504259747,3.43530263402152,6,67101781774388768,2.08119956220251,2,3.156259654105,0.00178490765308941,0.000293817524935611,0.0054022726938825,374.385474023543,1,1,0.423872207809806,0.0765869597723291,1.1476638395178,0,0.00107142857142857,0.152535714285714
60,0.164359394393839,3.02334492305238,2,2.49010595449228,3.43189048495812,6,89902746840751200,2.08000609657609,2,3.2224739744765,0.00173976194356449,0.000278561627312873,0.00413244650406285,378.306394099391,1,1,0.540587962782759,0.246777634946794,1.10993855895212,0,0.000523809523809524,0.15197619047619
61,0.116004072223354,3.30158499343665,2,2.80673654312703,3.47363775297761,6,2089320332720020736,2.07392380060336,2,3.27739303363297,0.00162095007292288,0.000334180570116488,0.00285904304008237,382.493031070044,1,1,0.453976765742441,0.0952425684348831,0.999600250731767,0,0,0.151940476190476
62,0.110995984009315,3.33884463428593,2,2.67030489230684,3.36924749882659,6,286313304787071552,2.06675230616372,2,3.33043440356071,0.00135429990636542,0.000257772658690266,0.00320369065014736,386.546575405841,1,1,0.48249766386871,0.121543661516942,1.09543650305303,0,0,0.15122619047619
63,0.197083695644635,3.28875074345135,2,2.64064886037234,3.3606814616765,6,237350060229053344,2.06697634973696,2,3.419263770843,0.00172190399952851,0.000513473815800224,0.00464093778095348,391.058197288829,1,1,0.558932397928687,0.10206242802646,1.02838341265349,0,0,0.150928571428571
64,0.103645960626616,3.20487256215492,2,2.64622006809533,3.30166887701714,6,271079620455457280,2.05824724890779,2,3.45509825861854,0.00143086397637717,0.000184516642922932,0.00423236469226951,397.228782413992,1,1,0.604427515618379,0.132661684043547,1.07517830658314,0,0,0.149595238095238
65,0.114076069814513,2.94061253674939,2,2.41078313579475,3.4041778568721,6,2479087626971779584,2.05160333811904,2,3.52210255650633,0.00138872338114026,0.000339360599711136,0.00401503997420995,403.478012541669,1,1,0.588299633363261,0.181481353348112,1.13053083473049,0,0,0.148928571428571
66,0.0966538586036248,3.14677730163698,2,2.53377382190394,3.31699727932693,6,84430633283351568,2.04206915159677,2,3.57715682375214,0.00139986154651208,0.000374207330204446,0.0038648618627255,410.057775786964,1,1,0.557292108651748,0.137615136606298,1.80690435931474,0,0,0.147761904761905
67,0.231552020095465,3.3411806289003,2,2.68163497574589,3.3547724180646,6,485479332691001152,2.03727443769711,2,3.68100008138005,0.00158034546866727,0.000233924360901478,0.00387595900963403,416.476927191738,1,1,0.630052257039128,0.164983967481855,1.29088378252282,0,0,0.146428571428571
68,0.236416475916543,2.92141392857705,2,2.36459662640618,3.37175012552058,6,761235172944580736,2.02642670908349,2,3.75765713841424,0.00164579972272557,0.000418278356571556,0.00323468534924363,427.596470721645,1,1,0.844914166200346,0.331376995425564,1.60905077053938,0,0,0.14627380952381
69,0.178290364120809,3.49030978265249,2,3.00581601894892,3.25458651628504,6,309043362338320128,2.02054820609716,2,3.8440374887048,0.00130318490263452,0.000331694239135074,0.00276408632177565,438.237980604025,1,1,0.765255544169363,0.296717959276027,1.2728995237433,0,0,0.147380952380952
70,0.266065638578594,3.10602702241355,2,2.59144126245239,3.26692850935111,6,478591038294349376,2.01076102784518,2,3.93637800201577,0.00144979909019749,0.000378449585520386,0.00296793774911735,449.459110202743,1,1,0.815903406824297,0.468772557553248,1.44323516711898,0,0,0.14725
71,0.392208332650854,3.27491473302943,2,2.75406794313865,3.37033583774735,6,534716668860664640,1.99484005557461,2,4.03154112443918,0.00153816975482161,0.00011208974372447,0.00369483828543097,464.163678278234,1,1,1.02574890390738,0.605556311609599,1.45052695074692,0,0,0.147690476190476
72,0.701532938566348,3.0320260417644,2,2.38823154897784,3.28508439815218,6,573832955260968576,1.97392830223035,2,4.13284953885138,0.00197761389415313,0.000489947058549628,0.00329341653934479,480.619520323781,1,1,1.11158222519532,0.735159345494597,1.50965165322505,0,0,0.148333333333333
73,1.90392002621358,3.22997278890981,2,2.79574195823575,3.34636500663396,5,371079861558012480,1.95172799034488,2,4.38204105832557,0.00285540324899147,0.000234473988270234,0.00516592574370038,504.056204805819,1,1,1.42736240676646,0.782926484347827,2.15657715342439,0,0,0.151511904761905
74,4.61782657677638,3.21150485932001,2,2.69198976442362,3.29450353224592,5,22068024247577219072,1.91917280687369,2,4.86549028313862,0.00375799490615884,0.000273686799423304,0.00809657178265586,538.372069356815,1,1,2.04525364825726,1.32479681612389,2.98063324875467,0,0,0.164345238095238
75,14.3804911060378,3.55018170088965,2,2.95130959781172,3.2494041457211,5,4249584630670016512,1.8873131678098,2,6.64228791827762,0.00619267820010297,0.00203741843778876,0.0100505068195441,595.150641361129,1,1,3.61294754388833,2.21635757003525,5.96722425369843,0,0,0.201357142857143
76,36.9474920367842,3.26479924733412,2,2.68344797905192,3.38362912909358,4,1209425330947934976,1.91042058129793,2,15.7030591070008,0.0090395945465609,0.00553455684289175,0.0116021937704726,652.770211090731,1,1,5.0338515440384,3.16963098475964,6.30102782347416,0,0,0.242059523809524
77,45.0803673646852,3.08378400263576,2,2.44288492947011,3.46744246252486,3,424855371374054848,1.95396006454077,2,53.4959831790654,0.00586382059993805,0.00340442657938347,0.0116934276261098,722.518886018314,1,1,8.96559671156258,4.5583230039943,15.6755632495698,0,0,0.265940476190476
78,46.6484554045074,3.25761648706868,2,2.71203610150494,3.50133383047387,2,12323009085692436480,1.97262465606993,2,143.904835464202,0.00194633576221477,0.000895931505093995,0.00326616356606488,1012.35946671276,1,1,19.5773699478244,13.4209449807355,25.4181194657109,0,0,0.264988095238095
79,50.1552594364475,2.94005105567279,2,2.35528889248861,3.52362511280093,2,4026503803532611072,1.98427936166943,2,245.827626359779,0.000983063799143694,0.000682062688886307,0.0017131479376782,1394.56629041671,1,1,19.1995654747818,15.2707687957855,23.6182890960749,0,0,0.247678571428571
80,52.046528489727,3.33244901457549,2,2.69348823394089,3.53948246662856,2,2790276380976349184,1.99260716726188,2,332.965657130455,0.000670637789792588,0.000462914602794963,0.00106564755201361,1740.56839830158,1,1,15.9299828332555,10.4400527573796,20.4983653491913,0,0,0.22077380952381
81,54.4360374767157,3.40224625384089,2,3.20693077393068,3.55427198855692,2,616919164390535808,1.99980758833683,2,412.540853155968,0.000569347359534606,0.000369791608879127,0.000824208848791602,2044.64211481884,1,1,13.5371425090356,10.9145708610666,15.7356393244227,0,0,0.214285714285714
82,51.6981244053754,3.1696110975131,2,2.57929589727075,3.56410334172741,2,1.33258967348937e+20,2.00596174252352,2,461.151807626959,0.000480991242319107,0.000263072316535507,0.000627165568977708,2317.81840544205,1,1,11.9580255359113,10.1826066836469,14.8074983169502,0,0,0.214285714285714
83,53.9959830953786,3.28547092238309,2,2.62190997348619,3.57386513846892,2,1300709734883566336,2.01143189302551,2,529.588507651173,0.000424616776296492,0.000233788799771713,0.000583953844350631,2561.94176830076,1,1,10.5804838788937,9.37071147056528,12.3657870309409,0,0,0.214285714285714
84,53.4157543122984,3.24728381090667,2,2.73431335689747,3.58388887265975,2,650431820675138816,2.01655570723292,2,577.552384114024,0.000395029208814234,0.000140591393737012,0.000598411921572604,2788.86779086358,1,1,9.77131442271538,7.5841641603422,12.1102251185866,0,0,0.214285714285714
85,54.8325630803239,3.11134775998647,2,2.5582268452022,3.59251691548386,2,815172805787436800,2.02130380924311,2,634.65146354808,0.000363758747942387,0.00023800989162836,0.000465627029739377,2996.60498510624,1,1,8.90525049377693,7.52381178069415,10.5251882269922,0,0,0.214285714285714
86,51.734146428269,3.27089142782083,2,2.60786278133844,3.60037800420061,2,2698395550540263936,2.02569272971054,2,654.30572019467,0.000334195221295192,0.000180596047161628,0.000458534608197792,3194.7883495097,1,1,8.46788010386427,7.05182297104387,9.69706461996129,0,0,0.214285714285714
87,53.2606502702085,3.22386460778422,2,2.66754221102661,3.60878328933252,2,551873890345717120,2.03004601083625,2,711.191936816532,0.000330143573687942,0.000152934311675605,0.000460420603127803,3380.49568648022,1,1,7.91450439253113,6.16235211217593,9.58183330276605,0,0,0.214285714285714
88,53.8683530218568,3.20353351359593,2,2.75223449609634,3.61665780962256,2,3172560861566741504,2.03413740583496,2,755.315923515631,0.00030852550626541,0.000192884766149001,0.000424944389589126,3556.37790314421,1,1,7.48088596263979,5.60385214781408,8.49488499693338,0,0,0.214285714285714
89,53.4829363561581,3.52091584626772,2,3.01037782213813,3.62359181125903,2,1951412444385798400,2.03789345300801,2,790.536628210359,0.000282030911475585,0.000117681136551255,0.000365474549084968,3723.41112227103,1,1,7.09390592054119,5.98944191321163,8.1987145482583,0,0,0.214285714285714
90,54.2253008597275,3.23633694205346,2,2.60379329680454,3.63027028968716,2,7307910453269960704,2.04164154048358,2,834.239014124289,0.000280073601106073,0.000156130361069262,0.000415333215929818,3884.10326741333,1,1,6.81602064544205,5.94158980659192,8.30478763005908,0,0,0.214285714285714
91,53.9891159650072,3.31998974872201,2,2.71259031926553,3.63716941005267,2,541576012007670720,2.04527424637776,2,869.271847802284,0.000270720978171516,0.000191965257046376,0.000385047913652624,4038.39191342074,1,1,6.53716420805236,5.34096716001288,8.19645760253861,0,0,0.214285714285714
92,56.0512367223247,2.90550531570932,2,2.31731896016959,3.64387768041752,2,412138218918741376,2.04885835739583,2,915.72533788838,0.00026637462744504,0.000184947652897763,0.00035608722722741,4185.96442903869,1,1,6.24727763298349,4.16340317042837,7.61685301833681,0,0,0.214285714285714
93,52.0080380645573,3.48190703043577,2,2.91911865686785,3.64936261732431,2,4135716269114982912,2.05198710255931,2,901.933523502101,0.000231861557241161,7.47453233256435e-05,0.000313176046940663,4329.71764979481,1,1,6.08238175493815,4.6070026855025,7.5404383300981,0,0,0.214285714285714
94,54.1674545601659,3.15446363180592,2,2.50191413018572,3.65608898205587,2,3652015888767771648,2.05538474557849,2,971.024183778407,0.000250533244515155,0.00014322115794281,0.000395078969522866,4466.86146765206,1,1,5.79786641259123,4.67255359979823,6.90317591113536,0,0,0.214285714285714
