"epoch","mse","A1_norm","A1_rank","A1_cond","A1_det","A2_norm","A2_rank","A2_cond","A2_det","W1_norm","W1_rank","W1_cond","W1_mean_chnage","W1_min_chnage","W1_max_chnage","W2_norm","W2_rank","W2_cond","W2_mean_chnage","W2_min_chnage","W2_max_chnage","strong_sat","soft_sat","linear_region"
79,0.000149726738872241,2.94005105567279,2,2.35528889248861,2.76152425629924,3.60285303135463,5,5143089915939365888,5.36066104475102e-169,2.09050377196337,2,7.58747449689381,0.00053690414048771,9.54672222628267e-05,0.0012372399497046,14.5305281020623,1,1,0.0183920065597119,0.0157411551791047,0.0224068312137675,0,0,0.332333333333333
80,0.00015407026608117,3.33244901457549,2,2.69348823394089,3.177671172778,3.63077464302653,5,21017862009707261952,-5.76728996017417e-169,2.09014497780763,2,7.68090819106672,0.000628551956770013,0.000189609728900593,0.00161878485105519,14.937403745505,1,1,0.0187870874596823,0.014879457620784,0.0255660183209315,0,0,0.332261904761905
81,0.000192496734492998,3.40224625384089,2,3.20693077393068,3.11898941220166,3.74750538728679,5,279883501336826912,-1.25537325478613e-168,2.08867884343724,2,7.84840619949258,0.000721094472741229,0.000121790058465613,0.00282101623697209,15.3421454423209,1,1,0.018308638569462,0.0159251164725036,0.0246573453654487,0,0,0.332392857142857
82,0.000198902629906601,3.1696110975131,2,2.57929589727075,3.0030463579053,3.65407881396815,5,25399572776996888576,-1.21103036907496e-169,2.09236593723928,2,7.96365253445854,0.000711634061842338,0.00012508543386426,0.00524429228023262,15.7647979611501,1,1,0.0194485273917632,0.0174347068405514,0.0245455957537981,0,0,0.331392857142857
83,0.000203746877325434,3.28547092238309,2,2.62190997348619,3.12952594236432,3.62723525825059,5,4.9356341896809e+19,-7.98444223494168e-171,2.0911356563825,2,8.05619716486534,0.000452018592972783,5.82754106450486e-05,0.000992895271934239,16.1946624866723,1,1,0.020013025901041,0.016850853379778,0.0263008282236518,0,0,0.331880952380952
84,0.000212053253888656,3.24728381090667,2,2.73431335689747,3.07004517731768,3.67175526032864,5,810654750711676544,4.69531944191472e-170,2.08798446712482,2,8.12398091034256,0.000647007748785286,0.000122770043042988,0.00175942291782158,16.594215288958,1,1,0.0185301094291667,0.0158635396284985,0.0242238897758555,0,0,0.332880952380952
85,0.000239200479168865,3.11134775998647,2,2.5582268452022,2.93677881327427,3.65819604076084,5,77352429513579413504,2.25534834375457e-172,2.08614977098533,2,8.25588794695191,0.0007277366614103,9.39022170605676e-06,0.00356961948290485,17.0072109239314,1,1,0.0188368518951771,0.0162642853084959,0.0228079942100704,0,0,0.33347619047619
86,0.000274043822002069,3.27089142782083,2,2.60786278133844,3.11422472942396,3.6306054652427,5,1485353598718670336,9.24631789784209e-172,2.08565370823758,2,8.40913515265193,0.000553629087826624,0.00011658565902711,0.00146635060989802,17.4241940836852,1,1,0.0188496436848933,0.0158034028573185,0.0238179769996275,0,0,0.333702380952381
87,0.000307087339575876,3.22386460778422,2,2.66754221102661,3.05448671380686,3.66097278004886,5,3453844449094056448,7.12493874318644e-173,2.08493184626823,2,8.55558905570069,0.000565170518708275,0.000103999865294726,0.00131681611862072,17.8530384763165,1,1,0.0196553133598028,0.0165715234989128,0.0318231635378361,0,0,0.333928571428571
88,0.000343211488438845,3.20353351359593,2,2.75223449609634,3.00901390473599,3.69087520897228,5,48539381526378872832,1.62733754618903e-171,2.08596279286559,2,8.71846081232133,0.00071735576007224,0.000108200276988198,0.0041275037210683,18.2800950896228,1,1,0.0198295063619199,0.0166597968474591,0.0245888129951122,0,0,0.333571428571429
89,0.000371190627072849,3.52091584626772,2,3.01037782213813,3.35168725204646,3.68559189468832,5,675074466355574912,1.40739177573864e-172,2.08833819050414,2,8.87547661429772,0.000569107578149606,6.1870195548668e-05,0.00112198935938999,18.7291345192398,1,1,0.0211051040307221,0.01695484376546,0.0275362947790245,0,0,0.332714285714286
90,0.000387631147487839,3.23633694205346,2,2.60379329680454,3.07680182319214,3.65606549993957,4,723298957589413376,-2.23676895494102e-173,2.0897390540806,2,8.99986191703141,0.000623981941912195,0.000146688376127429,0.00243299991198645,19.1572098200235,1,1,0.0197610797397612,0.0160237788655287,0.0268682484521701,0,0,0.332309523809524
91,0.000424230740951429,3.31998974872201,2,2.71259031926553,3.16185424572488,3.66459326521053,4,1176858329473701632,-2.11951555785451e-174,2.08930169898034,2,9.15498393799944,0.000521858888030587,9.58854911104444e-05,0.00153096029153385,19.5830312050133,1,1,0.0195749465749321,0.0160568923589181,0.0271864925871234,0,0,0.33247619047619
92,0.00046967009069419,2.90550531570932,2,2.31731896016959,2.725395852718,3.66846994373929,4,698547754501108480,2.9450912805243e-174,2.09029565497175,2,9.30809872289784,0.000528752459007555,3.16659540046651e-05,0.00214765868813835,19.9926224875559,1,1,0.0182950511897587,0.0152385970711287,0.021996011653819,0,0,0.332071428571429
93,0.000487596688152944,3.48190703043577,2,2.91911865686785,3.32286025140167,3.62046910533921,4,555773780654994432,-1.74517693958477e-173,2.09008864715599,2,9.44468457848628,0.000617547360109114,2.53818276742274e-05,0.00253254946018579,20.4040080163756,1,1,0.0191579756447832,0.016547990065861,0.0239685179891288,0,0,0.332142857142857
94,0.000513768139447245,3.15446363180592,2,2.50191413018572,2.99168164251532,3.65898259319537,4,1226513113765774592,-9.4449091765931e-175,2.09053482051945,2,9.58832307957088,0.000450739319579443,5.67325913345349e-05,0.00100169096369511,20.8299368269041,1,1,0.0196147488182634,0.0152447894368907,0.0261913728150979,0,0,0.33197619047619
95,0.000522020272441928,3.46818110553627,2,2.80997008714066,3.32024610309766,3.65604621802434,4,597281990812921344,6.49792679799229e-175,2.08741901184757,2,9.65268163211144,0.000583812158267957,0.000152071486635042,0.00228204264739678,21.2216652022499,1,1,0.0175667433571396,0.0151568942890077,0.0221845577614063,0,0,0.333130952380952
96,0.000580290956348749,3.16479419208969,2,2.81813787867439,2.93533544524791,3.7229063353919,4,201719532446975360,1.97340362760229e-175,2.08638815055514,2,9.84420177351066,0.000654933359531905,0.00014644859183744,0.00238990625570273,21.6055149459959,1,1,0.0177908037839691,0.0148974335261968,0.0246324445396348,0,0,0.333928571428571
97,0.000620170456071761,3.16536640676999,2,2.66373679493537,2.98255041437597,3.68849166359294,4,578398804767622400,8.21412182193127e-174,2.08446851546039,2,9.99636917461095,0.000461352303851615,9.80747693397972e-05,0.000879164392711511,22.009899549564,1,1,0.0188024406690644,0.0149533881023394,0.0247274086902152,0,0,0.334845238095238
98,0.000648414704627191,2.92474715816209,2,2.3674655983114,2.74197029115031,3.63510190204049,4,220277536900987360,1.31427939318945e-175,2.08487063528625,2,10.1157483068999,0.000614903789322995,0.000116630788367143,0.00280114976765021,22.3899632391737,1,1,0.0174568477407267,0.0152928821700191,0.0217404629565252,0,0,0.334678571428571
99,0.000662025653124011,3.19812974829608,2,2.55465757111977,3.03732635771617,3.66178762257128,4,760036427694665600,-1.86084746377933e-176,2.08648771733212,2,10.2281547912644,0.000532398565791189,0.000109013656253014,0.00144430960302938,22.7819309151434,1,1,0.0186591607987536,0.0142356433606318,0.0259810481044829,0,0,0.333952380952381
100,0.000676742196666174,3.30100413891029,2,2.69717505866473,3.14168123990964,3.64824332148753,4,8854544821733506048,-3.45311557892045e-177,2.0903134666992,2,10.3674432721894,0.00058369831745606,0.000203015129515883,0.000967469443929218,23.1634083520745,1,1,0.017641716734334,0.0141013876645091,0.0233405432399153,0,0,0.33225
